Just_Date,GHI
2011-07-23,236.16666666666666
2011-07-24,299.7142857142857
2011-07-25,567.9285714285714
2011-07-26,509.14285714285717
2011-07-27,434.57142857142856
2011-07-28,407.09090909090907
2011-07-29,400.64285714285717
2011-07-30,590.7692307692307
2011-07-31,589.9230769230769
2011-08-01,517.2307692307693
2011-08-02,494.6923076923077
2011-08-03,567.2307692307693
2011-08-04,424.5833333333333
2011-08-05,339.8181818181818
2011-08-06,492.0
2011-08-07,567.3846153846154
2011-08-08,428.3076923076923
2011-08-09,557.1538461538462
2011-08-10,557.1538461538462
2011-08-11,585.9230769230769
2011-08-12,432.7692307692308
2011-08-13,396.9230769230769
2011-08-14,565.0769230769231
2011-08-15,560.6923076923077
2011-08-16,502.3333333333333
2011-08-17,488.3333333333333
2011-08-18,534.5833333333334
2011-08-19,587.75
2011-08-20,471.9166666666667
2011-08-21,589.6666666666666
2011-08-22,569.5
2011-08-23,516.7272727272727
2011-08-24,561.9166666666666
2011-08-25,586.9166666666666
2011-08-26,406.6666666666667
2011-08-27,549.25
2011-08-28,334.4166666666667
2011-08-29,561.25
2011-08-30,184.25
2011-08-31,519.0
2011-09-01,462.8333333333333
2011-09-02,515.1818181818181
2011-09-03,112.5
2011-09-04,541.5833333333334
2011-09-05,561.0833333333334
2011-09-06,554.75
2011-09-07,549.9166666666666
2011-09-08,521.8181818181819
2011-09-09,482.5
2011-09-10,458.0
2011-09-11,507.8333333333333
2011-09-12,472.9166666666667
2011-09-13,495.75
2011-09-14,417.54545454545456
2011-09-15,487.5
2011-09-16,132.27272727272728
2011-09-17,243.2
2011-09-18,128.11111111111111
2011-09-19,515.0909090909091
2011-09-20,344.1666666666667
2011-09-21,488.8181818181818
2011-09-22,387.5
2011-09-23,205.36363636363637
2011-09-24,300.0833333333333
2011-09-25,312.27272727272725
2011-09-26,117.71428571428571
2011-09-27,396.6363636363636
2011-09-28,280.6
2011-09-29,316.09090909090907
2011-09-30,525.4
2011-10-01,528.5
2011-10-02,508.8
2011-10-03,492.1
2011-10-04,494.5
2011-10-05,491.6
2011-10-06,467.6
2011-10-07,454.1
2011-10-08,461.6
2011-10-09,463.3
2011-10-10,329.0
2011-10-11,398.5
2011-10-12,242.55555555555554
2011-10-13,448.5
2011-10-14,281.1
2011-10-15,426.1
2011-10-16,330.77777777777777
2011-10-17,209.7
2011-10-18,272.8888888888889
2011-10-19,179.3
2011-10-20,205.0
2011-10-21,400.1
2011-10-22,384.4
2011-10-23,326.0
2011-10-24,444.8333333333333
2011-10-25,270.125
2011-10-26,170.75
2011-10-27,339.7
2011-10-28,329.2
2011-10-29,376.2
2011-10-30,237.33333333333334
2011-10-31,358.3
2011-11-01,349.6
2011-11-02,56.5
2011-11-03,310.5
2011-11-04,342.6
2011-11-05,91.0
2011-11-06,276.3333333333333
2011-11-07,305.22222222222223
2011-11-08,93.16666666666667
2011-11-09,246.875
2011-11-10,226.88888888888889
2011-11-11,330.22222222222223
2011-11-12,273.22222222222223
2011-11-13,265.1111111111111
2011-11-14,317.375
2011-11-15,327.3333333333333
2011-11-16,343.55555555555554
2011-11-17,340.3333333333333
2011-11-18,273.6666666666667
2011-11-19,65.16666666666667
2011-11-20,177.0
2011-11-21,276.3333333333333
2011-11-22,106.33333333333333
2011-11-23,155.57142857142858
2011-11-24,271.125
2011-11-25,117.75
2011-11-26,84.16666666666667
2011-11-27,67.66666666666667
2011-11-28,193.25
2011-11-29,341.0
2011-11-30,299.5
2011-12-01,180.375
2011-12-02,330.875
2011-12-03,111.71428571428571
2011-12-04,100.83333333333333
2011-12-05,138.25
2011-12-06,222.0
2011-12-07,314.42857142857144
2011-12-08,201.0
2011-12-09,314.625
2011-12-10,235.875
2011-12-11,243.125
2011-12-12,101.14285714285714
2011-12-13,147.83333333333334
2011-12-14,69.8
2011-12-15,73.0
2011-12-16,309.0
2011-12-17,238.5
2011-12-18,294.25
2011-12-19,223.0
2011-12-20,77.85714285714286
2011-12-21,211.125
2011-12-22,134.25
2011-12-23,237.875
2011-12-24,297.5
2011-12-25,305.125
2011-12-26,227.875
2011-12-27,110.71428571428571
2011-12-28,269.375
2011-12-29,300.25
2011-12-30,14.0
2011-12-31,240.55555555555554
2012-01-01,204.85714285714286
2012-01-02,216.71428571428572
2012-01-03,292.25
2012-01-04,285.625
2012-01-05,263.55555555555554
2012-01-06,237.0
2012-01-07,291.875
2012-01-08,180.44444444444446
2012-01-09,285.3333333333333
2012-01-10,289.44444444444446
2012-01-11,315.75
2012-01-12,179.57142857142858
2012-01-13,210.28571428571428
2012-01-14,321.875
2012-01-15,284.6666666666667
2012-01-16,224.0
2012-01-17,227.71428571428572
2012-01-18,260.8888888888889
2012-01-19,321.8888888888889
2012-01-20,127.0
2012-01-21,151.0
2012-01-22,195.0
2012-01-23,200.85714285714286
2012-01-24,246.66666666666666
2012-01-25,205.66666666666666
2012-01-26,162.66666666666666
2012-01-27,286.57142857142856
2012-01-28,356.55555555555554
2012-01-29,339.1111111111111
2012-01-30,333.22222222222223
2012-01-31,303.77777777777777
2012-02-01,255.44444444444446
2012-02-02,287.77777777777777
2012-02-03,119.14285714285714
2012-02-04,54.25
2012-02-05,251.875
2012-02-06,116.5
2012-02-07,107.875
2012-02-08,246.22222222222223
2012-02-09,218.11111111111111
2012-02-10,181.55555555555554
2012-02-11,439.8888888888889
2012-02-12,405.4
2012-02-13,187.0
2012-02-14,253.28571428571428
2012-02-15,263.1
2012-02-16,405.2
2012-02-17,392.3333333333333
2012-02-18,420.8
2012-02-19,421.7
2012-02-20,342.7
2012-02-21,377.75
2012-02-22,271.4
2012-02-23,78.83333333333333
2012-02-24,296.57142857142856
2012-02-25,478.6
2012-02-26,425.54545454545456
2012-02-27,426.27272727272725
2012-02-28,170.88888888888889
2012-02-29,155.7
2012-03-01,269.1818181818182
2012-03-02,177.75
2012-03-03,269.3333333333333
2012-03-04,328.1111111111111
2012-03-05,519.6666666666666
2012-03-06,439.54545454545456
2012-03-07,121.22222222222223
2012-03-08,468.3636363636364
2012-03-09,479.3636363636364
2012-03-10,481.54545454545456
2012-03-11,321.9
2012-03-12,291.6
2012-03-13,482.3636363636364
2012-03-14,299.54545454545456
2012-03-15,479.27272727272725
2012-03-16,404.54545454545456
2012-03-17,395.6363636363636
2012-03-18,375.72727272727275
2012-03-19,360.27272727272725
2012-03-20,448.09090909090907
2012-03-21,350.90909090909093
2012-03-22,184.1
2012-03-23,347.72727272727275
2012-03-24,183.0909090909091
2012-03-25,457.25
2012-03-26,426.1818181818182
2012-03-27,367.6666666666667
2012-03-28,513.5833333333334
2012-03-29,371.4166666666667
2012-03-30,232.36363636363637
2012-03-31,390.1818181818182
2012-04-01,510.3333333333333
2012-04-02,493.5
2012-04-03,448.0833333333333
2012-04-04,502.0833333333333
2012-04-05,551.9166666666666
2012-04-06,569.8333333333334
2012-04-07,195.9090909090909
2012-04-08,564.0833333333334
2012-04-09,576.0
2012-04-10,593.3333333333334
2012-04-11,594.8333333333334
2012-04-12,534.0833333333334
2012-04-13,219.625
2012-04-14,302.1666666666667
2012-04-15,267.9166666666667
2012-04-16,412.0
2012-04-17,580.5
2012-04-18,322.4166666666667
2012-04-19,188.33333333333334
2012-04-20,366.45454545454544
2012-04-21,383.8333333333333
2012-04-22,569.1666666666666
2012-04-23,558.3333333333334
2012-04-24,484.0
2012-04-25,448.53846153846155
2012-04-26,625.5
2012-04-27,371.7692307692308
2012-04-28,173.16666666666666
2012-04-29,187.0909090909091
2012-04-30,283.3333333333333
2012-05-01,287.5
2012-05-02,329.5
2012-05-03,444.3333333333333
2012-05-04,527.6363636363636
2012-05-05,442.0
2012-05-06,406.25
2012-05-07,536.5
2012-05-08,541.3333333333334
2012-05-09,503.84615384615387
2012-05-10,616.6153846153846
2012-05-11,600.3333333333334
2012-05-12,458.35714285714283
2012-05-13,589.1428571428571
2012-05-14,585.5714285714286
2012-05-15,531.6428571428571
2012-05-16,588.6428571428571
2012-05-17,549.4285714285714
2012-05-18,591.3846153846154
2012-05-19,466.0
2012-05-20,507.14285714285717
2012-05-21,609.1428571428571
2012-05-22,591.7142857142857
2012-05-23,538.5714285714286
2012-05-24,499.0769230769231
2012-05-25,287.0
2012-05-26,518.8461538461538
2012-05-27,578.1428571428571
2012-05-28,483.85714285714283
2012-05-29,608.5
2012-05-30,592.2857142857143
2012-05-31,176.75
2012-06-01,549.0
2012-06-02,401.57142857142856
2012-06-03,489.14285714285717
2012-06-04,485.9230769230769
2012-06-05,552.0714285714286
2012-06-06,610.3571428571429
2012-06-07,580.0
2012-06-08,577.9285714285714
2012-06-09,608.3571428571429
2012-06-10,593.9285714285714
2012-06-11,464.92857142857144
2012-06-12,629.2857142857143
2012-06-13,473.0
2012-06-14,562.6428571428571
2012-06-15,489.57142857142856
2012-06-16,587.0
2012-06-17,563.6428571428571
2012-06-18,579.9285714285714
2012-06-19,598.5714285714286
2012-06-20,588.0714285714286
2012-06-21,598.7857142857143
2012-06-22,658.5384615384615
2012-06-23,291.2142857142857
2012-06-24,560.6666666666666
2012-06-25,626.7142857142857
2012-06-26,594.0714285714286
2012-06-27,584.2142857142857
2012-06-28,503.64285714285717
2012-06-29,411.3636363636364
2012-06-30,573.0769230769231
2012-07-01,520.2142857142857
2012-07-02,564.9285714285714
2012-07-03,533.8571428571429
2012-07-04,560.8571428571429
2012-07-05,517.3571428571429
2012-07-06,568.3571428571429
2012-07-07,567.2857142857143
2012-07-08,528.5714285714286
2012-07-09,485.92857142857144
2012-07-10,577.9285714285714
2012-07-11,595.7857142857143
2012-07-12,514.7857142857143
2012-07-13,267.9230769230769
2012-07-14,506.53846153846155
2012-07-15,525.2142857142857
2012-07-16,642.3333333333334
2012-07-17,556.3076923076923
2012-07-18,516.6428571428571
2012-07-19,548.3076923076923
2012-07-20,475.0
2012-07-21,325.2857142857143
2012-07-22,523.4166666666666
2012-07-23,569.6923076923077
2012-07-24,470.2142857142857
2012-07-25,573.6923076923077
2012-07-26,550.6153846153846
2012-07-27,578.1538461538462
2012-07-28,321.53846153846155
2012-07-29,496.84615384615387
2012-07-30,425.07142857142856
2012-07-31,604.5384615384615
2012-08-01,594.0
2012-08-02,500.61538461538464
2012-08-03,566.4615384615385
2012-08-04,290.54545454545456
2012-08-05,606.6153846153846
2012-08-06,604.2307692307693
2012-08-07,557.9230769230769
2012-08-08,453.27272727272725
2012-08-09,387.6666666666667
2012-08-10,560.5384615384615
2012-08-11,565.5384615384615
2012-08-12,163.36363636363637
2012-08-13,272.4166666666667
2012-08-14,559.8333333333334
2012-08-15,562.1666666666666
2012-08-16,434.4166666666667
2012-08-17,572.0769230769231
2012-08-18,446.6923076923077
2012-08-19,418.3076923076923
2012-08-20,580.25
2012-08-21,588.9166666666666
2012-08-22,531.9166666666666
2012-08-23,530.6666666666666
2012-08-24,562.6666666666666
2012-08-25,419.09090909090907
2012-08-26,106.33333333333333
2012-08-27,586.5454545454545
2012-08-28,514.0
2012-08-29,509.75
2012-08-30,536.25
2012-08-31,388.3333333333333
2012-09-01,237.5
2012-09-02,335.0
2012-09-03,405.3333333333333
2012-09-04,496.4166666666667
2012-09-05,508.5
2012-09-06,525.4166666666666
2012-09-07,243.25
2012-09-08,524.1666666666666
2012-09-09,532.0833333333334
2012-09-10,532.25
2012-09-11,507.6666666666667
2012-09-12,462.25
2012-09-13,120.6
2012-09-14,473.8333333333333
2012-09-15,500.0
2012-09-16,456.0
2012-09-17,208.08333333333334
2012-09-18,453.0833333333333
2012-09-19,472.5833333333333
2012-09-20,420.4166666666667
2012-09-21,342.54545454545456
2012-09-22,481.0833333333333
2012-09-23,489.4166666666667
2012-09-24,366.5833333333333
2012-09-25,474.27272727272725
2012-09-26,433.27272727272725
2012-09-27,443.09090909090907
2012-09-28,469.27272727272725
2012-09-29,455.90909090909093
2012-09-30,470.5
2012-10-01,362.5
2012-10-02,488.0
2012-10-03,493.2
2012-10-04,195.45454545454547
2012-10-05,168.1
2012-10-06,288.6
2012-10-07,502.5
2012-10-08,477.9
2012-10-09,326.0
2012-10-10,468.0
2012-10-11,402.5
2012-10-12,470.7
2012-10-13,180.125
2012-10-14,116.5
2012-10-15,429.9
2012-10-16,337.1
2012-10-17,167.125
2012-10-18,152.0
2012-10-19,238.22222222222223
2012-10-20,351.6
2012-10-21,388.7
2012-10-22,222.25
2012-10-23,232.0
2012-10-24,341.8
2012-10-25,56.44444444444444
2012-10-26,371.8
2012-10-27,355.8
2012-10-28,384.9
2012-10-29,380.8888888888889
2012-10-30,377.6
2012-10-31,378.2
2012-11-01,345.9
2012-11-02,284.1111111111111
2012-11-03,314.22222222222223
2012-11-04,321.75
2012-11-05,247.55555555555554
2012-11-06,97.16666666666667
2012-11-07,201.375
2012-11-08,322.6
2012-11-09,257.55555555555554
2012-11-10,227.33333333333334
2012-11-11,46.666666666666664
2012-11-12,285.22222222222223
2012-11-13,344.0
2012-11-14,330.44444444444446
2012-11-15,300.8888888888889
2012-11-16,332.6666666666667
2012-11-17,280.77777777777777
2012-11-18,236.22222222222223
2012-11-19,275.25
2012-11-20,164.5
2012-11-21,312.875
2012-11-22,166.11111111111111
2012-11-23,304.55555555555554
2012-11-24,171.5
2012-11-25,225.66666666666666
2012-11-26,213.125
2012-11-27,279.25
2012-11-28,327.25
2012-11-29,260.875
2012-11-30,301.875
2012-12-01,58.57142857142857
2012-12-02,251.375
2012-12-03,144.71428571428572
2012-12-04,309.875
2012-12-05,242.875
2012-12-06,130.5
2012-12-07,61.57142857142857
2012-12-08,235.75
2012-12-09,46.833333333333336
2012-12-10,159.25
2012-12-11,304.75
2012-12-12,302.625
2012-12-13,276.0
2012-12-14,246.25
2012-12-15,57.0
2012-12-16,76.66666666666667
2012-12-17,130.625
2012-12-18,132.16666666666666
2012-12-19,104.66666666666667
2012-12-21,324.5
2012-12-22,284.5
2012-12-23,244.875
2012-12-24,107.28571428571429
2012-12-25,308.75
2012-12-26,114.28571428571429
2012-12-27,213.25
2012-12-28,79.0
2012-12-29,155.75
2012-12-30,155.44444444444446
2012-12-31,103.75
2013-01-01,326.875
2013-01-02,314.625
2013-01-03,239.625
2013-01-04,291.0
2013-01-05,159.375
2013-01-06,301.8888888888889
2013-01-07,229.11111111111111
2013-01-08,286.5
2013-01-09,258.6666666666667
2013-01-10,201.28571428571428
2013-01-11,151.83333333333334
2013-01-12,204.57142857142858
2013-01-13,215.33333333333334
2013-01-14,315.0
2013-01-15,303.1111111111111
2013-01-16,207.25
2013-01-17,283.3333333333333
2013-01-18,296.44444444444446
2013-01-19,268.22222222222223
2013-01-20,172.25
2013-01-21,345.1111111111111
2013-01-22,276.3333333333333
2013-01-23,252.55555555555554
2013-01-24,221.22222222222223
2013-01-25,349.77777777777777
2013-01-26,339.3333333333333
2013-01-27,121.0
2013-01-28,123.0
2013-01-29,61.5
2013-01-31,522.4
2013-02-01,488.0
2013-02-02,182.75
2013-02-03,320.125
2013-02-04,318.22222222222223
2013-02-05,328.77777777777777
2013-02-06,336.8888888888889
2013-02-07,168.28571428571428
2013-02-08,183.125
2013-02-09,164.77777777777777
2013-02-10,189.5
2013-02-11,117.22222222222223
2013-02-12,360.8888888888889
2013-02-13,415.55555555555554
2013-02-14,192.875
2013-02-15,350.1
2013-02-16,366.0
2013-02-17,348.3
2013-02-18,181.0
2013-02-19,418.0
2013-02-20,399.9
2013-02-21,238.625
2013-02-23,504.75
2013-02-24,481.77777777777777
2013-02-25,349.3
2013-02-26,186.75
2013-02-28,200.875
2013-03-01,318.75
2013-03-02,471.72727272727275
2013-03-03,435.54545454545456
2013-03-04,342.375
2013-03-06,293.8333333333333
2013-03-07,415.1111111111111
2013-03-08,440.90909090909093
2013-03-09,98.66666666666667
2013-03-10,177.85714285714286
2013-03-11,149.66666666666666
2013-03-12,282.0
2013-03-13,496.90909090909093
2013-03-14,445.45454545454544
2013-03-15,284.3636363636364
2013-03-16,185.72727272727272
2013-03-17,441.0
2013-03-18,220.5
2013-03-19,548.2727272727273
2013-03-20,522.4545454545455
2013-03-21,556.4545454545455
2013-03-22,527.3636363636364
2013-03-23,395.54545454545456
2013-03-25,414.0
2013-03-26,464.54545454545456
2013-03-27,537.3333333333334
2013-03-28,503.0833333333333
2013-03-29,494.25
2013-03-30,239.11111111111111
2013-03-31,495.0833333333333
2013-04-01,566.8333333333334
2013-04-02,556.6666666666666
2013-04-03,488.5833333333333
2013-04-04,524.9166666666666
2013-04-05,447.75
2013-04-06,296.4
2013-04-07,489.3333333333333
2013-04-08,530.5454545454545
2013-04-09,294.0
2013-04-10,151.55555555555554
2013-04-11,262.27272727272725
2013-04-12,181.63636363636363
2013-04-13,492.5
2013-04-14,413.8333333333333
2013-04-15,236.9090909090909
2013-04-16,274.6666666666667
2013-04-17,96.0
2013-04-18,186.63636363636363
2013-04-19,153.0
2013-04-20,622.8333333333334
2013-04-21,503.5833333333333
2013-04-22,437.9166666666667
2013-04-23,153.58333333333334
2013-04-24,633.9166666666666
2013-04-25,631.0
2013-04-26,493.53846153846155
2013-04-27,478.5
2013-04-28,555.3846153846154
2013-04-29,441.9230769230769
2013-04-30,556.75
2013-05-01,610.5833333333334
2013-05-02,176.63636363636363
2013-05-03,178.9090909090909
2013-05-04,189.08333333333334
2013-05-05,463.0769230769231
2013-05-06,408.64285714285717
2013-05-07,566.4615384615385
2013-05-08,410.25
2013-05-09,174.69230769230768
2013-05-10,189.6153846153846
2013-05-11,557.8461538461538
2013-05-12,640.3846153846154
2013-05-13,547.6923076923077
2013-05-14,608.5384615384615
2013-05-15,465.64285714285717
2013-05-16,486.35714285714283
2013-05-17,469.5
2013-05-18,396.7142857142857
2013-05-19,384.0833333333333
2013-05-20,562.1538461538462
2013-05-21,452.0
2013-05-22,377.7692307692308
2013-05-23,506.7692307692308
2013-05-24,622.0
2013-05-25,165.33333333333334
2013-05-26,264.0
2013-05-27,300.0
2013-05-28,337.4
2013-05-29,489.64285714285717
2013-05-30,335.75
2013-05-31,439.42857142857144
2013-06-01,417.85714285714283
2013-06-02,467.7142857142857
2013-06-03,615.4285714285714
2013-06-04,249.0
2013-06-05,258.7692307692308
2013-06-06,275.38461538461536
2013-06-07,416.14285714285717
2013-06-08,501.57142857142856
2013-06-09,258.9230769230769
2013-06-10,453.7142857142857
2013-06-11,515.5714285714286
2013-06-12,491.7692307692308
2013-06-13,614.2857142857143
2013-06-14,382.84615384615387
2013-06-15,487.1818181818182
2013-06-16,565.4285714285714
2013-06-17,540.9285714285714
2013-06-18,635.5384615384615
2013-06-19,553.0
2013-06-20,525.0
2013-06-21,408.0
2013-06-22,480.92857142857144
2013-06-23,414.42857142857144
2013-06-24,155.625
2013-06-25,380.07142857142856
2013-06-26,456.84615384615387
2013-06-27,482.61538461538464
2013-06-28,613.8461538461538
2013-06-29,342.07142857142856
2013-06-30,480.7142857142857
2013-07-01,587.0
2013-07-02,528.8571428571429
2013-07-03,472.07142857142856
2013-07-04,591.3571428571429
2013-07-05,584.3571428571429
2013-07-06,582.6428571428571
2013-07-07,502.57142857142856
2013-07-08,430.7142857142857
2013-07-09,355.0
2013-07-10,639.8461538461538
2013-07-11,595.2142857142857
2013-07-12,603.4285714285714
2013-07-13,354.42857142857144
2013-07-14,580.2857142857143
2013-07-15,480.2857142857143
2013-07-16,592.0769230769231
2013-07-17,600.6923076923077
2013-07-18,585.4615384615385
2013-07-19,510.15384615384613
2013-07-20,603.4615384615385
2013-07-21,308.14285714285717
2013-07-22,572.8461538461538
2013-07-23,411.6923076923077
2013-07-24,494.6923076923077
2013-07-25,526.6153846153846
2013-07-26,484.75
2013-07-27,543.3846153846154
2013-07-28,603.7692307692307
2013-07-29,511.9230769230769
2013-07-30,112.18181818181819
2013-07-31,453.2307692307692
2013-08-01,578.1538461538462
2013-08-02,461.5
2013-08-03,557.5384615384615
2013-08-04,586.3076923076923
2013-08-05,279.0833333333333
2013-08-06,416.2307692307692
2013-08-07,529.6153846153846
2013-08-08,454.61538461538464
2013-08-09,388.3076923076923
2013-08-10,581.3076923076923
2013-08-11,497.2307692307692
2013-08-12,518.9166666666666
2013-08-13,529.5
2013-08-14,416.0
2013-08-15,442.0769230769231
2013-08-16,501.25
2013-08-17,567.3333333333334
2013-08-18,525.4615384615385
2013-08-19,425.46153846153845
2013-08-20,510.3333333333333
2013-08-21,453.15384615384613
2013-08-22,250.27272727272728
2013-08-23,557.5
2013-08-24,484.6666666666667
2013-08-25,545.5
2013-08-26,535.0833333333334
2013-08-27,542.25
2013-08-28,533.8333333333334
2013-08-29,530.0
2013-08-30,531.75
2013-08-31,446.6666666666667
2013-09-01,499.3333333333333
2013-09-02,564.25
2013-09-03,539.0833333333334
2013-09-04,506.1666666666667
2013-09-05,479.0
2013-09-06,516.8333333333334
2013-09-07,421.25
2013-09-08,334.25
2013-09-09,490.0833333333333
2013-09-10,499.1666666666667
2013-09-11,286.4166666666667
2013-09-12,520.3333333333334
2013-09-13,529.0833333333334
2013-09-14,504.8333333333333
2013-09-15,199.77777777777777
2013-09-16,364.0
2013-09-17,244.54545454545453
2013-09-18,374.6666666666667
2013-09-19,431.72727272727275
2013-09-20,344.6363636363636
2013-09-21,485.1666666666667
2013-09-22,478.75
2013-09-23,462.25
2013-09-24,356.8333333333333
2013-09-25,443.4166666666667
2013-09-26,468.6363636363636
2013-09-27,470.6363636363636
2013-09-28,111.44444444444444
2013-09-29,524.7
2013-09-30,430.8181818181818
2013-10-01,495.0
2013-10-02,454.7
2013-10-03,288.6
2013-10-04,284.125
2013-10-05,220.9090909090909
2013-10-06,155.33333333333334
2013-10-07,474.3
2013-10-08,481.4
2013-10-09,469.5
2013-10-10,461.9
2013-10-11,446.2
2013-10-12,456.3
2013-10-13,469.9
2013-10-14,447.2
2013-10-15,356.8888888888889
2013-10-16,93.11111111111111
2013-10-17,390.7
2013-10-18,193.8
2013-10-19,274.3
2013-10-20,233.55555555555554
2013-10-21,401.9
2013-10-22,134.85714285714286
2013-10-23,265.0
2013-10-24,179.1
2013-10-25,401.5
2013-10-26,361.2
2013-10-27,382.4
2013-10-28,324.4
2013-10-29,237.22222222222223
2013-10-30,56.0
2013-10-31,102.85714285714286
2013-11-01,147.2
2013-11-02,354.5
2013-11-03,332.7
2013-11-04,110.75
2013-11-05,90.83333333333333
2013-11-06,253.22222222222223
2013-11-07,314.3
2013-11-08,172.5
2013-11-09,321.9
2013-11-10,319.55555555555554
2013-11-11,83.0
2013-11-12,376.8888888888889
2013-11-13,361.8888888888889
2013-11-14,266.3333333333333
2013-11-15,331.44444444444446
2013-11-16,94.8
2013-11-17,146.875
2013-11-18,299.77777777777777
2013-11-19,264.55555555555554
2013-11-20,74.5
2013-11-21,107.42857142857143
2013-11-22,327.5
2013-11-23,379.125
2013-11-24,351.875
2013-11-25,127.28571428571429
2013-11-26,281.375
2013-11-27,339.625
2013-11-28,337.625
2013-11-29,253.5
2013-11-30,311.125
2013-12-01,285.25
2013-12-02,118.875
2013-12-03,96.28571428571429
2013-12-04,58.75
2013-12-05,253.375
2013-12-06,305.75
2013-12-07,300.875
2013-12-08,214.6
2013-12-09,409.75
2013-12-10,316.14285714285717
2013-12-11,363.42857142857144
2013-12-12,132.0
2013-12-13,228.25
2013-12-14,127.85714285714286
2013-12-15,111.14285714285714
2013-12-16,161.0
2013-12-17,343.2857142857143
2013-12-18,281.125
2013-12-19,161.42857142857142
2013-12-20,63.0
2013-12-21,106.42857142857143
2013-12-22,184.0
2013-12-28,337.85714285714283
2013-12-29,156.42857142857142
2013-12-30,222.71428571428572
2013-12-31,137.0
2014-01-01,116.0
2014-01-02,372.6666666666667
2014-01-03,169.0
2014-01-04,98.0
2014-01-05,148.0
2014-01-06,344.125
2014-01-07,190.57142857142858
2014-01-08,181.625
2014-01-09,149.125
2014-01-10,113.33333333333333
2014-01-11,285.2857142857143
2014-01-12,212.625
2014-01-13,307.55555555555554
2014-01-14,199.0
2014-01-15,328.22222222222223
2014-01-16,205.625
2014-01-17,283.8888888888889
2014-01-18,169.6
2014-01-19,302.0
2014-01-20,251.5
2014-01-21,270.0
2014-01-22,258.875
2014-01-23,366.1111111111111
2014-01-24,190.625
2014-01-25,374.44444444444446
2014-01-26,208.42857142857142
2014-01-27,386.8888888888889
2014-01-28,387.6666666666667
2014-01-29,391.55555555555554
2014-01-30,163.25
2014-01-31,238.77777777777777
2014-02-02,372.4
2014-02-03,454.57142857142856
2014-02-04,172.0
2014-02-05,492.8
2014-02-06,500.2857142857143
2014-02-07,450.75
2014-02-09,367.3333333333333
2014-02-10,479.75
2014-02-11,450.0
2014-02-12,134.6
2014-02-13,426.75
2014-02-14,363.2
2014-02-15,180.25
2014-02-16,357.4
2014-02-18,449.3333333333333
2014-02-19,399.2
2014-02-20,169.42857142857142
2014-02-21,378.90909090909093
2014-02-22,317.7
2014-02-23,423.9
2014-02-24,390.9
2014-02-25,412.3333333333333
2014-02-26,455.27272727272725
2014-02-27,473.45454545454544
2014-02-28,333.72727272727275
2014-03-01,179.11111111111111
2014-03-02,379.375
2014-03-03,520.8888888888889
2014-03-04,461.45454545454544
2014-03-05,237.2
2014-03-06,347.09090909090907
2014-03-07,367.6363636363636
2014-03-08,264.2
2014-03-09,448.54545454545456
2014-03-10,422.72727272727275
2014-03-11,283.6
2014-03-12,432.8181818181818
2014-03-13,468.90909090909093
2014-03-14,426.0
2014-03-15,391.3636363636364
2014-03-16,511.72727272727275
2014-03-17,484.27272727272725
2014-03-18,300.6
2014-03-19,155.9
2014-03-20,477.8181818181818
2014-03-21,405.0
2014-03-22,418.90909090909093
2014-03-23,564.9090909090909
2014-03-24,372.1818181818182
2014-03-25,573.0909090909091
2014-03-26,466.0
2014-03-27,101.11111111111111
2014-03-28,207.45454545454547
2014-03-29,506.09090909090907
