daily_avg,Date,GHI
4.305264274,2015-01-09,350.125
10.06292338,2016-11-20,330.125
8.715518581,2013-11-10,319.55555555555554
1.016061124,2019-11-27,82.28571428571429
4.977210269,2020-11-05,304.09090909090907
8.379972086,2012-01-03,292.25
14.07712566,2011-10-01,528.5
14.61932343,2012-09-23,489.4166666666667
0.908650044,2013-11-11,83.0
1.647888848,2019-12-31,70.22222222222223
13.70756452,2013-09-29,524.7
1.572908193,2012-12-16,76.66666666666667
10.21679225,2014-11-20,344.55555555555554
2.352906066,2018-12-14,183.88888888888889
8.177884417,2013-01-15,303.1111111111111
14.59272651,2016-10-13,464.8
8.609257057,2014-01-15,328.22222222222223
11.59105903,2015-01-24,359.625
2.185423866,2017-12-30,24.0
6.325671067,2020-03-04,460.8181818181818
13.32974814,2014-10-21,419.6
10.44576488,2015-11-10,343.0
10.5192405,2011-11-16,343.55555555555554
2.790430236,2014-12-16,79.33333333333333
11.08950904,2015-01-16,348.875
5.05988779,2020-12-15,4.5
1.057936618,2014-12-20,87.0
8.190845397,2012-01-07,291.875
5.084771892,2014-01-23,366.1111111111111
14.52204903,2014-10-11,471.0
10.06287048,2013-11-12,376.8888888888889
5.634519184,2020-10-03,64.54545454545455
13.98836565,2014-10-16,437.8
6.40704243,2016-12-31,302.125
9.426109845,2012-11-23,304.55555555555554
9.465483761,2013-11-02,354.5
28.81884621,2017-11-08,197.1764705882353
13.64046939,2015-10-14,456.7
9.99262687,2019-10-27,384.1
36.7193639,2019-04-27,35.6
13.35969145,2014-10-20,418.4
12.44631273,2017-02-22,427.0
24.89205321,2019-09-26,342.125
4.721759494,2019-11-23,258.5
17.10571146,2018-12-16,130.125
0.506083474,2019-12-12,100.14285714285714
2.363413999,2020-09-10,76.6
0.276931095,2018-12-01,162.25
7.704595361,2011-12-28,269.375
16.18559159,2015-10-03,515.6
2.004502657,2018-04-18,83.7
2.719895439,2016-12-19,346.0
2.467359376,2017-02-04,99.22222222222224
15.20395739,2015-09-30,532.3
0.685018773,2019-01-01,86.28571428571429
21.39464938,2019-11-05,256.7692307692308
8.466052888,2013-11-30,311.125
13.46564466,2013-09-13,529.0833333333334
26.34444191,2017-10-14,39.285714285714285
0.95324692,2016-11-24,111.5
2.071639557,2019-11-17,62.7
15.14808301,2014-10-08,481.7
1.450536729,2013-12-11,363.4285714285714
8.559802073,2012-01-04,285.625
9.032061279,2013-01-18,296.44444444444446
14.4381743,2014-09-22,480.4166666666667
9.816647132,2016-11-11,337.8888888888889
2.13685395,2019-01-02,167.625
13.32924155,2020-09-02,478.8571428571428
7.395438689,2017-12-02,296.0
0.918669723,2011-11-08,93.16666666666669
1.256621069,2018-12-22,106.85714285714286
9.717576096,2014-12-06,306.625
12.78920436,2016-10-22,407.7
2.414339005,2019-10-19,73.7
12.22998379,2020-10-06,398.5833333333333
2.686326429,2015-12-01,122.0
11.82002419,2013-10-14,447.2
8.275832075,2014-01-13,307.55555555555554
9.093482256,2014-01-27,386.8888888888889
1.034356815,2015-11-16,105.16666666666669
40.05289136,2019-01-11,28.045454545454547
2.003601657,2016-12-18,358.42857142857144
0.835406702,2011-11-26,84.16666666666667
4.44442835,2018-11-21,284.4
13.29584093,2017-09-29,485.6363636363636
22.98158022,2020-09-08,57.53846153846154
9.597362133,2013-11-23,379.125
8.070424683,2014-11-25,358.125
12.5619596,2013-10-07,474.3
14.92994634,2015-10-02,522.0
9.986935261,2012-11-14,330.44444444444446
15.38063208,2018-09-23,440.3076923076923
17.67968382,2018-11-03,46.0
10.79711857,2013-10-25,401.5
6.311598439,2013-12-17,343.2857142857143
12.28557393,2017-10-25,356.27272727272725
14.23435005,2019-09-06,503.6923076923077
0.483419072,2016-01-01,218.66666666666663
7.544295916,2017-12-10,234.0
11.07282512,2015-11-07,339.4
13.47188539,2017-09-28,480.54545454545456
14.53799791,2018-09-22,480.75
12.47855826,2017-10-08,473.4
14.00499374,2011-09-30,525.4
14.41310206,2013-09-22,478.75
10.29264491,2011-11-15,327.3333333333333
4.4413338,2020-02-02,357.55555555555554
15.117263,2015-09-19,498.25
1.646948964,2020-06-09,75.78571428571429
6.102696712,2020-02-29,477.4
12.82659455,2016-02-27,423.3636363636364
6.443526437,2018-03-03,449.7272727272728
14.99911324,2013-09-21,485.1666666666667
9.082018816,2018-09-09,495.84615384615387
13.20031521,2015-10-15,444.3
25.8820268,2017-10-16,275.625
9.134921641,2018-10-27,376.9
8.023523221,2012-11-21,312.875
16.73216802,2018-12-25,113.13333333333334
2.695710389,2012-12-03,144.71428571428572
1.373881545,2014-01-02,372.6666666666667
24.78806008,2019-12-02,139.375
11.18622522,2014-11-21,356.125
