Only_Date,Hour,EL_Solar_BusBarn_Total_KW,non_zero_count,GHI,non_zero_count_ghi,Average_KW,Average_GHI,Conversion_Efficiency
1/14/17,11,7.866673251,1,411,1,7.866673251,411,0.077125304
1/14/17,12,9.698344231,1,346,1,9.698344231,346,0.112945542
1/14/17,13,15.13093819,1,328,1,15.13093819,328,0.185882973
1/14/17,14,11.41379005,1,195,1,11.41379005,195,0.235853793
1/14/17,15,5.59540439,1,48,1,5.59540439,48,0.469718688
1/14/17,16,1.08634796,1,0,0,1.08634796,,
1/14/17,17,0,0,0,0,,,
1/14/17,18,0,0,0,0,,,
1/14/17,19,0,0,0,0,,,
1/14/17,20,0,0,0,0,,,
1/14/17,21,0,0,0,0,,,
1/14/17,22,0,0,0,0,,,
1/14/17,23,0,0,0,0,,,
1/15/17,0,0,0,0,0,,,
1/15/17,1,0,0,0,0,,,
1/15/17,2,0,0,0,0,,,
1/15/17,3,0,0,0,0,,,
1/15/17,4,0,0,0,0,,,
1/15/17,5,0,0,0,0,,,
1/15/17,6,0,0,0,0,,,
1/15/17,7,0,0,34,1,,34,
1/15/17,8,1.042262553,1,77,1,1.042262553,77,0.05454237
1/15/17,9,3.161929327,1,149,1,3.161929327,149,0.085509327
1/15/17,10,4.848439807,1,104,1,4.848439807,104,0.187852192
1/15/17,11,5.084689806,1,57,1,5.084689806,57,0.359448939
1/15/17,12,3.947985613,1,238,1,3.947985613,238,0.066841502
1/15/17,13,4.14949396,1,158,1,4.14949396,158,0.105824359
1/15/17,14,2.577487622,1,93,1,2.577487622,93,0.111676357
1/15/17,15,1.361360483,1,23,1,1.361360483,23,0.238502481
1/15/17,16,0.343277101,1,0,0,0.343277101,,
1/15/17,17,0,0,0,0,,,
1/15/17,18,0,0,0,0,,,
1/15/17,19,0,0,0,0,,,
1/15/17,20,0,0,0,0,,,
1/15/17,21,0,0,0,0,,,
1/15/17,22,0,0,0,0,,,
1/15/17,23,0,0,0,0,,,
1/16/17,0,0,0,0,0,,,
1/16/17,1,0,0,0,0,,,
1/16/17,2,0,0,0,0,,,
1/16/17,3,0,0,0,0,,,
1/16/17,4,0,0,0,0,,,
1/16/17,5,0,0,0,0,,,
1/16/17,6,0,0,0,0,,,
1/16/17,7,0,0,13,1,,13,
1/16/17,8,0.066991669,1,32,1,0.066991669,32,0.008435647
1/16/17,9,0.306891679,1,35,1,0.306891679,35,0.035331711
1/16/17,10,0.94247296,1,8,1,0.94247296,8,0.474707955
1/16/17,11,0.826172955,1,9,1,0.826172955,9,0.369892957
1/16/17,12,0.95159588,1,11,1,0.95159588,11,0.348584013
1/16/17,13,1.249020887,1,5,1,1.249020887,5,1.006577676
1/16/17,14,0.793785456,1,174,1,0.793785456,174,0.018382369
1/16/17,15,1.005785456,1,43,1,1.005785456,43,0.09425068
1/16/17,16,0,0,0,0,,,
1/16/17,17,0,0,0,0,,,
1/16/17,18,0,0,0,0,,,
1/16/17,19,0,0,0,0,,,
1/16/17,20,0,0,0,0,,,
1/16/17,21,0,0,0,0,,,
1/16/17,22,0,0,0,0,,,
1/16/17,23,0,0,0,0,,,
1/17/17,0,0,0,0,0,,,
1/17/17,1,0,0,0,0,,,
1/17/17,2,0,0,0,0,,,
1/17/17,3,0,0,0,0,,,
1/17/17,4,0,0,0,0,,,
1/17/17,5,0,0,0,0,,,
1/17/17,6,0,0,0,0,,,
1/17/17,7,0,0,100,1,,100,
1/17/17,8,0.647429198,1,69,1,0.647429198,69,0.037808617
1/17/17,9,1.940604256,1,42,1,1.940604256,42,0.186180969
1/17/17,10,2.36423345,1,82,1,2.36423345,82,0.116178055
1/17/17,11,1.945412609,1,100,1,1.945412609,100,0.078389758
1/17/17,12,2.242785519,1,52,1,2.242785519,52,0.173792887
1/17/17,13,1.971602179,1,328,1,1.971602179,328,0.024221054
1/17/17,14,1.377852143,1,195,1,1.377852143,195,0.028471844
1/17/17,15,0.556477108,1,51,1,0.556477108,51,0.043966787
1/17/17,16,0,0,0,0,,,
1/17/17,17,0,0,0,0,,,
1/17/17,18,0,0,0,0,,,
1/17/17,19,0,0,0,0,,,
1/17/17,20,0,0,0,0,,,
1/17/17,21,0,0,0,0,,,
1/17/17,22,0,0,0,0,,,
1/17/17,23,0,0,0,0,,,
1/18/17,0,0,0,0,0,,,
1/18/17,1,0,0,0,0,,,
1/18/17,2,0,0,0,0,,,
1/18/17,3,0,0,0,0,,,
1/18/17,4,0,0,0,0,,,
1/18/17,5,0,0,0,0,,,
1/18/17,6,0,0,0,0,,,
1/18/17,7,0,0,126,1,,126,
1/18/17,8,0.605031278,1,280,1,0.605031278,280,0.008706977
1/18/17,9,3.197973087,1,118,1,3.197973087,118,0.109204465
1/18/17,10,4.012418951,1,133,1,4.012418951,133,0.12156323
1/18/17,11,4.081050183,1,214,1,4.081050183,214,0.076843256
1/18/17,12,5.013998142,1,258,1,5.013998142,258,0.078309069
1/18/17,13,7.192142021,1,358,1,7.192142021,358,0.080951113
1/18/17,14,8.661314936,1,217,1,8.661314936,217,0.160831715
1/18/17,15,4.8968044,1,61,1,4.8968044,61,0.323467401
1/18/17,16,1.172683383,1,0,0,1.172683383,,
1/18/17,17,0,0,0,0,,,
1/18/17,18,0,0,0,0,,,
1/18/17,19,0,0,0,0,,,
1/18/17,20,0,0,0,0,,,
1/18/17,21,0,0,0,0,,,
1/18/17,22,0,0,0,0,,,
1/18/17,23,0,0,0,0,,,
1/19/17,0,0,0,0,0,,,
1/19/17,1,0,0,0,0,,,
1/19/17,2,0,0,0,0,,,
1/19/17,3,0,0,0,0,,,
1/19/17,4,0,0,0,0,,,
1/19/17,5,0,0,0,0,,,
1/19/17,6,0,0,0,0,,,
1/19/17,7,0,0,120,1,,120,
1/19/17,8,1.450529232,1,113,1,1.450529232,113,0.051724421
1/19/17,9,2.04353551,1,172,1,2.04353551,172,0.047874179
1/19/17,10,4.33985853,1,83,1,4.33985853,83,0.21069056
1/19/17,11,3.408491813,1,123,1,3.408491813,123,0.11166183
1/19/17,12,2.016704267,1,186,1,2.016704267,186,0.043689479
1/19/17,13,3.040350146,1,50,1,3.040350146,50,0.245019808
1/19/17,14,1.826470926,1,30,1,1.826470926,30,0.245323474
1/19/17,15,0.648331279,1,8,1,0.648331279,8,0.326553682
1/19/17,16,0,0,0,0,,,
1/19/17,17,0,0,0,0,,,
1/19/17,18,0,0,0,0,,,
1/19/17,19,0,0,0,0,,,
1/19/17,20,0,0,0,0,,,
1/19/17,21,0,0,0,0,,,
1/19/17,22,0,0,0,0,,,
1/19/17,23,0,0,0,0,,,
1/20/17,0,0,0,0,0,,,
1/20/17,1,0,0,0,0,,,
1/20/17,2,0,0,0,0,,,
1/20/17,3,0,0,0,0,,,
1/20/17,4,0,0,0,0,,,
1/20/17,5,0,0,0,0,,,
1/20/17,6,0,0,0,0,,,
1/20/17,7,0,0,114,1,,114,
1/20/17,8,0.972758377,1,258,1,0.972758377,258,0.015192627
1/20/17,9,1.40092715,1,6,1,1.40092715,6,0.940831607
1/20/17,10,3.301054307,1,7,1,3.301054307,7,1.900212745
1/20/17,11,3.074145991,1,249,1,3.074145991,249,0.049747669
1/20/17,12,2.720839731,1,48,1,2.720839731,48,0.228406953
1/20/17,13,3.571875196,1,94,1,3.571875196,94,0.153114394
1/20/17,14,2.864516812,1,200,1,2.864516812,200,0.057712379
1/20/17,15,0.951381295,1,56,1,0.951381295,56,0.068456419
1/20/17,16,0.228987507,1,0,0,0.228987507,,
1/20/17,17,0,0,0,0,,,
1/20/17,18,0,0,0,0,,,
1/20/17,19,0,0,0,0,,,
1/20/17,20,0,0,0,0,,,
1/20/17,21,0,0,0,0,,,
1/20/17,22,0,0,0,0,,,
1/20/17,23,0,0,0,0,,,
1/21/17,0,0,0,0,0,,,
1/21/17,1,0,0,0,0,,,
1/21/17,2,0,0,0,0,,,
1/21/17,3,0,0,0,0,,,
1/21/17,4,0,0,0,0,,,
1/21/17,5,0,0,0,0,,,
1/21/17,6,0,0,0,0,,,
1/21/17,7,0,0,123,1,,123,
1/21/17,8,0.387064601,1,269,1,0.387064601,269,0.005798007
1/21/17,9,1.649483407,1,383,1,1.649483407,383,0.017353887
1/21/17,10,2.769195958,1,104,1,2.769195958,104,0.10729215
1/21/17,11,2.63099804,1,106,1,2.63099804,106,0.100014336
1/21/17,12,2.176752189,1,65,1,2.176752189,65,0.134940785
1/21/17,13,1.75707091,1,53,1,1.75707091,53,0.133586022
1/21/17,14,1.674247997,1,209,1,1.674247997,209,0.032279076
1/21/17,15,0.873697952,1,62,1,0.873697952,62,0.056782855
1/21/17,16,0.057087503,1,0,0,0.057087503,,
1/21/17,17,0,0,0,0,,,
1/21/17,18,0,0,0,0,,,
1/21/17,19,0,0,0,0,,,
1/21/17,20,0,0,0,0,,,
1/21/17,21,0,0,0,0,,,
1/21/17,22,0,0,0,0,,,
1/21/17,23,0,0,0,0,,,
1/22/17,0,0,0,0,0,,,
1/22/17,1,0,0,0,0,,,
1/22/17,2,0,0,0,0,,,
1/22/17,3,0,0,0,0,,,
1/22/17,4,0,0,0,0,,,
1/22/17,5,0,0,0,0,,,
1/22/17,6,0,0,0,0,,,
1/22/17,7,0,0,130,1,,130,
1/22/17,8,0.696164622,1,92,1,0.696164622,92,0.030491004
1/22/17,9,2.068462609,1,131,1,2.068462609,131,0.063624441
1/22/17,10,2.628489711,1,144,1,2.628489711,144,0.073551475
1/22/17,11,4.498035655,1,113,1,4.498035655,113,0.160395451
1/22/17,12,4.754100236,1,132,1,4.754100236,132,0.145124922
1/22/17,13,3.466945998,1,75,1,3.466945998,75,0.186265924
1/22/17,14,2.457670956,1,214,1,2.457670956,214,0.046276186
1/22/17,15,1.879266764,1,63,1,1.879266764,63,0.120197513
1/22/17,16,0.268406262,1,0,0,0.268406262,,
1/22/17,17,0,0,0,0,,,
1/22/17,18,0,0,0,0,,,
1/22/17,19,0,0,0,0,,,
1/22/17,20,0,0,0,0,,,
1/22/17,21,0,0,0,0,,,
1/22/17,22,0,0,0,0,,,
1/22/17,23,0,0,0,0,,,
1/23/17,0,0,0,0,0,,,
1/23/17,1,0,0,0,0,,,
1/23/17,2,0,0,0,0,,,
1/23/17,3,0,0,0,0,,,
1/23/17,4,0,0,0,0,,,
1/23/17,5,0,0,0,0,,,
1/23/17,6,0,0,0,0,,,
1/23/17,7,0,0,54,1,,54,
1/23/17,8,0.255835428,1,119,1,0.255835428,119,0.008662861
1/23/17,9,2.061733438,1,138,1,2.061733438,138,0.060200629
1/23/17,10,3.966952281,1,139,1,3.966952281,139,0.114997864
1/23/17,11,7.29795869,1,218,1,7.29795869,218,0.13489396
1/23/17,12,9.536215114,1,95,1,9.536215114,95,0.404482775
1/23/17,13,9.00149416,1,88,1,9.00149416,88,0.412172991
1/23/17,14,5.112264834,1,55,1,5.112264834,55,0.374540039
1/23/17,15,1.549020898,1,17,1,1.549020898,17,0.3671605
1/23/17,16,0.277335429,1,0,0,0.277335429,,
1/23/17,17,0,0,0,0,,,
1/23/17,18,0,0,0,0,,,
1/23/17,19,0,0,0,0,,,
1/23/17,20,0,0,0,0,,,
1/23/17,21,0,0,0,0,,,
1/23/17,22,0,0,0,0,,,
1/23/17,23,0,0,0,0,,,
1/24/17,0,0,0,0,0,,,
1/24/17,1,0,0,0,0,,,
1/24/17,2,0,0,0,0,,,
1/24/17,3,0,0,0,0,,,
1/24/17,4,0,0,0,0,,,
1/24/17,5,0,0,0,0,,,
1/24/17,6,0,0,0,0,,,
1/24/17,7,0,0,31,1,,31,
1/24/17,8,0.335018764,1,67,1,0.335018764,67,0.020148463
1/24/17,9,0.972841714,1,199,1,0.972841714,199,0.019698661
1/24/17,10,1.851175081,1,107,1,1.851175081,107,0.069712606
1/24/17,11,1.633395912,1,11,1,1.633395912,11,0.598337712
1/24/17,12,1.309210066,1,39,1,1.309210066,39,0.135267146
1/24/17,13,0.943054206,1,7,1,0.943054206,7,0.542857964
1/24/17,14,1.484972978,1,4,1,1.484972978,4,1.495912382
1/24/17,15,0.826658373,1,1,1,0.826658373,1,3.330992589
1/24/17,16,0.234225011,1,0,0,0.234225011,,
1/24/17,17,0,0,0,0,,,
1/24/17,18,0,0,0,0,,,
1/24/17,19,0,0,0,0,,,
1/24/17,20,0,0,0,0,,,
1/24/17,21,0,0,0,0,,,
1/24/17,22,0,0,0,0,,,
1/24/17,23,0,0,0,0,,,
1/25/17,0,0,0,0,0,,,
1/25/17,1,0,0,0,0,,,
1/25/17,2,0,0,0,0,,,
1/25/17,3,0,0,0,0,,,
1/25/17,4,0,0,0,0,,,
1/25/17,5,0,0,0,0,,,
1/25/17,6,0,0,0,0,,,
1/25/17,7,0,0,14,1,,14,
1/25/17,8,0.363433351,1,32,1,0.363433351,32,0.045763834
1/25/17,9,1.432985479,1,29,1,1.432985479,29,0.199109228
1/25/17,10,0.91285421,1,49,1,0.91285421,49,0.075067671
1/25/17,11,0.925927122,1,63,1,0.925927122,63,0.059222107
1/25/17,12,2.218406366,1,34,1,2.218406366,34,0.262911621
1/25/17,13,1.096493798,1,32,1,1.096493798,32,0.138071422
1/25/17,14,0.557879197,1,19,1,0.557879197,19,0.118313462
1/25/17,15,0.460689605,1,5,1,0.460689605,5,0.371266707
1/25/17,16,0.042131251,1,0,0,0.042131251,,
1/25/17,17,0,0,0,0,,,
1/25/17,18,0,0,0,0,,,
1/25/17,19,0,0,0,0,,,
1/25/17,20,0,0,0,0,,,
1/25/17,21,0,0,0,0,,,
1/25/17,22,0,0,0,0,,,
1/25/17,23,0,0,0,0,,,
1/26/17,0,0,0,0,0,,,
1/26/17,1,0,0,0,0,,,
1/26/17,2,0,0,0,0,,,
1/26/17,3,0,0,0,0,,,
1/26/17,4,0,0,0,0,,,
1/26/17,5,0,0,0,0,,,
1/26/17,6,0,0,0,0,,,
1/26/17,7,0,0,51,1,,51,
1/26/17,8,0.383762519,1,110,1,0.383762519,110,0.014057804
1/26/17,9,1.478364645,1,162,1,1.478364645,162,0.036771737
1/26/17,10,4.204975184,1,233,1,4.204975184,233,0.072720208
1/26/17,11,6.812400314,1,255,1,6.812400314,255,0.1076484
1/26/17,12,5.501604432,1,187,1,5.501604432,187,0.118548306
1/26/17,13,4.503531483,1,83,1,4.503531483,83,0.218636521
1/26/17,14,2.585470953,1,53,1,2.585470953,53,0.196567354
1/26/17,15,0.823083372,1,90,1,0.823083372,90,0.036850969
1/26/17,16,0.606131275,1,0,0,0.606131275,,
1/26/17,17,0,0,0,0,,,
1/26/17,18,0,0,0,0,,,
1/26/17,19,0,0,0,0,,,
1/26/17,20,0,0,0,0,,,
1/26/17,21,0,0,0,0,,,
1/26/17,22,0,0,0,0,,,
1/26/17,23,0,0,0,0,,,
1/27/17,0,0,0,0,0,,,
1/27/17,1,0,0,0,0,,,
1/27/17,2,0,0,0,0,,,
1/27/17,3,0,0,0,0,,,
1/27/17,4,0,0,0,0,,,
1/27/17,5,0,0,0,0,,,
1/27/17,6,0,0,0,0,,,
1/27/17,7,0,0,37,1,,37,
1/27/17,8,0.14764584,1,77,1,0.14764584,77,0.007726416
1/27/17,9,1.437808394,1,293,1,1.437808394,293,0.019773384
1/27/17,10,3.236829321,1,383,1,3.236829321,383,0.034054039
1/27/17,11,9.357412996,1,554,1,9.357412996,554,0.068060264
1/27/17,12,14.82611324,1,511,1,14.82611324,511,0.116910633
1/27/17,13,17.24995495,1,407,1,17.24995495,407,0.17078163
1/27/17,14,13.62558399,1,257,1,13.62558399,257,0.21363362
1/27/17,15,7.614781612,1,88,1,7.614781612,88,0.348676259
1/27/17,16,1.059564638,1,0,0,1.059564638,,
1/27/17,17,0,0,0,0,,,
1/27/17,18,0,0,0,0,,,
1/27/17,19,0,0,0,0,,,
1/27/17,20,0,0,0,0,,,
1/27/17,21,0,0,0,0,,,
1/27/17,22,0,0,0,0,,,
1/27/17,23,0,0,0,0,,,
1/28/17,0,0,0,0,0,,,
1/28/17,1,0,0,0,0,,,
1/28/17,2,0,0,0,0,,,
1/28/17,3,0,0,0,0,,,
1/28/17,4,0,0,0,0,,,
1/28/17,5,0,0,0,0,,,
1/28/17,6,0,0,0,0,,,
1/28/17,7,0,0,151,1,,151,
1/28/17,8,3.154210573,1,314,1,3.154210573,314,0.040477029
1/28/17,9,8.516935798,1,445,1,8.516935798,445,0.077120699
1/28/17,10,15.42135279,1,409,1,15.42135279,409,0.151931128
1/28/17,11,12.82104643,1,179,1,12.82104643,179,0.288614429
1/28/17,12,4.35065854,1,89,1,4.35065854,89,0.196975672
1/28/17,13,2.28834594,1,30,1,2.28834594,30,0.307360477
1/28/17,14,1.078995886,1,19,1,1.078995886,19,0.228830435
1/28/17,15,0.289450012,1,7,1,0.289450012,7,0.166618465
1/28/17,16,0.01031875,1,0,0,0.01031875,,
1/28/17,17,0,0,0,0,,,
1/28/17,18,0,0,0,0,,,
1/28/17,19,0,0,0,0,,,
1/28/17,20,0,0,0,0,,,
1/28/17,21,0,0,0,0,,,
1/28/17,22,0,0,0,0,,,
1/28/17,23,0,0,0,0,,,
1/29/17,0,0,0,0,0,,,
1/29/17,1,0,0,0,0,,,
1/29/17,2,0,0,0,0,,,
1/29/17,3,0,0,0,0,,,
1/29/17,4,0,0,0,0,,,
1/29/17,5,0,0,0,0,,,
1/29/17,6,0,0,0,0,,,
1/29/17,7,0,0,22,1,,22,
1/29/17,8,0.200860427,1,45,1,0.200860427,45,0.017985788
1/29/17,9,0.988518791,1,101,1,0.988518791,101,0.039437661
1/29/17,10,1.792173009,1,150,1,1.792173009,150,0.048143346
1/29/17,11,2.768973047,1,210,1,2.768973047,210,0.053130883
1/29/17,12,3.627891828,1,144,1,3.627891828,144,0.101517154
1/29/17,13,3.180691818,1,314,1,3.180691818,314,0.040816855
1/29/17,14,4.076202297,1,204,1,4.076202297,204,0.080514326
1/29/17,15,4.080475211,1,103,1,4.080475211,103,0.159632427
1/29/17,16,1.993154259,1,0,0,1.993154259,,
1/29/17,17,0,0,0,0,,,
1/29/17,18,0,0,0,0,,,
1/29/17,19,0,0,0,0,,,
1/29/17,20,0,0,0,0,,,
1/29/17,21,0,0,0,0,,,
1/29/17,22,0,0,0,0,,,
1/29/17,23,0,0,0,0,,,
1/30/17,0,0,0,0,0,,,
1/30/17,1,0,0,0,0,,,
1/30/17,2,0,0,0,0,,,
1/30/17,3,0,0,0,0,,,
1/30/17,4,0,0,0,0,,,
1/30/17,5,0,0,0,0,,,
1/30/17,6,0,0,0,0,,,
1/30/17,7,0,0,45,1,,45,
1/30/17,8,0.805295871,1,92,1,0.805295871,92,0.035270794
1/30/17,9,1.564491737,1,113,1,1.564491737,113,0.05578821
1/30/17,10,3.083979315,1,300,1,3.083979315,300,0.041422642
1/30/17,11,5.282648167,1,525,1,5.282648167,525,0.04054525
1/30/17,12,13.32593404,1,372,1,13.32593404,372,0.14434519
1/30/17,13,14.06325684,1,230,1,14.06325684,230,0.246380124
1/30/17,14,6.273381549,1,150,1,6.273381549,150,0.168522557
1/30/17,15,3.380558481,1,56,1,3.380558481,56,0.243247297
1/30/17,16,2.312881349,1,0,0,2.312881349,,
1/30/17,17,0,0,0,0,,,
1/30/17,18,0,0,0,0,,,
1/30/17,19,0,0,0,0,,,
1/30/17,20,0,0,0,0,,,
1/30/17,21,0,0,0,0,,,
1/30/17,22,0,0,0,0,,,
1/30/17,23,0,0,0,0,,,
1/31/17,0,0,0,0,0,,,
1/31/17,1,0,0,0,0,,,
1/31/17,2,0,0,0,0,,,
1/31/17,3,0,0,0,0,,,
1/31/17,4,0,0,0,0,,,
1/31/17,5,0,0,0,0,,,
1/31/17,6,0,0,7,1,,7,
1/31/17,7,0,0,86,1,,86,
1/31/17,8,2.37824803,1,173,1,2.37824803,173,0.055393479
1/31/17,9,4.007971009,1,250,1,4.007971009,250,0.064599947
1/31/17,10,4.19801894,1,286,1,4.19801894,286,0.059146079
1/31/17,11,5.288300244,1,267,1,5.288300244,267,0.079809105
1/31/17,12,5.59599608,1,150,1,5.59599608,150,0.150325875
1/31/17,13,3.676275174,1,124,1,3.676275174,124,0.119463139
1/31/17,14,3.497471002,1,81,1,3.497471002,81,0.17398696
1/31/17,15,2.745768883,1,31,1,2.745768883,31,0.35690274
1/31/17,16,0.878895867,1,0,0,0.878895867,,
1/31/17,17,0,0,0,0,,,
1/31/17,18,0,0,0,0,,,
1/31/17,19,0,0,0,0,,,
1/31/17,20,0,0,0,0,,,
1/31/17,21,0,0,0,0,,,
1/31/17,22,0,0,0,0,,,
1/31/17,23,0,0,0,0,,,
2/1/17,0,0,0,0,0,,,
2/1/17,1,0,0,0,0,,,
2/1/17,2,0,0,0,0,,,
2/1/17,3,0,0,0,0,,,
2/1/17,4,0,0,0,0,,,
2/1/17,5,0,0,0,0,,,
2/1/17,6,0,0,12,1,,12,
2/1/17,7,0,0,131,1,,131,
2/1/17,8,1.626768826,1,257,1,1.626768826,257,0.02550588
2/1/17,9,5.872939854,1,300,1,5.872939854,300,0.078882723
2/1/17,10,7.935223284,1,528,1,7.935223284,528,0.060558182
2/1/17,11,12.75582564,1,548,1,12.75582564,548,0.09379412
2/1/17,12,18.81000302,1,383,1,18.81000302,383,0.197896307
2/1/17,13,17.97351128,1,249,1,17.97351128,249,0.290858111
2/1/17,14,6.342362807,1,275,1,6.342362807,275,0.09293215
2/1/17,15,7.847623289,1,109,1,7.847623289,109,0.290107694
2/1/17,16,2.441960531,1,0,0,2.441960531,,
2/1/17,17,0,0,0,0,,,
2/1/17,18,0,0,0,0,,,
2/1/17,19,0,0,0,0,,,
2/1/17,20,0,0,0,0,,,
2/1/17,21,0,0,0,0,,,
2/1/17,22,0,0,0,0,,,
2/1/17,23,0,0,0,0,,,
2/2/17,0,0,0,0,0,,,
2/2/17,1,0,0,0,0,,,
2/2/17,2,0,0,0,0,,,
2/2/17,3,0,0,0,0,,,
2/2/17,4,0,0,0,0,,,
2/2/17,5,0,0,0,0,,,
2/2/17,6,0,0,16,1,,16,
2/2/17,7,0,0,152,1,,152,
2/2/17,8,3.234612667,1,294,1,3.234612667,294,0.044332533
2/2/17,9,8.938906639,1,474,1,8.938906639,474,0.075989512
2/2/17,10,14.63445898,1,553,1,14.63445898,553,0.106634844
2/2/17,11,14.61753195,1,429,1,14.61753195,429,0.137298046
2/2/17,12,13.7469652,1,376,1,13.7469652,376,0.147321654
2/2/17,13,0,0,432,1,,432,
2/2/17,14,8.274194102,1,286,1,8.274194102,286,0.116575495
2/2/17,15,5.5047003,1,116,1,5.5047003,116,0.191215585
2/2/17,16,2.394279286,1,0,0,2.394279286,,
2/2/17,17,0,0,0,0,,,
2/2/17,18,0,0,0,0,,,
2/2/17,19,0,0,0,0,,,
2/2/17,20,0,0,0,0,,,
2/2/17,21,0,0,0,0,,,
2/2/17,22,0,0,0,0,,,
2/2/17,23,0,0,0,0,,,
2/3/17,0,0,0,0,0,,,
2/3/17,1,0,0,0,0,,,
2/3/17,2,0,0,0,0,,,
2/3/17,3,0,0,0,0,,,
2/3/17,4,0,0,0,0,,,
2/3/17,5,0,0,0,0,,,
2/3/17,6,0,0,18,1,,18,
2/3/17,7,0,0,182,1,,182,
2/3/17,8,3.966483515,1,357,1,3.966483515,357,0.044769788
2/3/17,9,10.50230259,1,495,1,10.50230259,495,0.085492285
2/3/17,10,15.97305076,1,579,1,15.97305076,579,0.111162142
2/3/17,11,18.87894049,1,598,1,18.87894049,598,0.127210814
2/3/17,12,19.59172799,1,555,1,19.59172799,555,0.142241838
2/3/17,13,18.27692997,1,453,1,18.27692997,453,0.162574581
2/3/17,14,14.77994661,1,304,1,14.77994661,304,0.195905613
2/3/17,15,8.827617109,1,127,1,8.827617109,127,0.280083396
2/3/17,16,2.604627211,1,0,0,2.604627211,,
2/3/17,17,0,0,0,0,,,
2/3/17,18,0,0,0,0,,,
2/3/17,19,0,0,0,0,,,
2/3/17,20,0,0,0,0,,,
2/3/17,21,0,0,0,0,,,
2/3/17,22,0,0,0,0,,,
2/3/17,23,0,0,0,0,,,
2/4/17,0,0,0,0,0,,,
2/4/17,1,0,0,0,0,,,
2/4/17,2,0,0,0,0,,,
2/4/17,3,0,0,0,0,,,
2/4/17,4,0,0,0,0,,,
2/4/17,5,0,0,0,0,,,
2/4/17,6,0,0,2,1,,2,
2/4/17,7,0,0,20,1,,20,
2/4/17,8,1.000541722,1,38,1,1.000541722,38,0.106096047
2/4/17,9,1.876804243,1,72,1,1.876804243,72,0.105035009
2/4/17,10,2.774052229,1,126,1,2.774052229,126,0.088713903
2/4/17,11,4.117820995,1,125,1,4.117820995,125,0.132740989
2/4/17,12,3.934806469,1,96,1,3.934806469,96,0.165158048
2/4/17,13,2.140964692,1,32,1,2.140964692,32,0.269592077
2/4/17,14,2.299587606,1,272,1,2.299587606,272,0.034066589
2/4/17,15,1.669077156,1,112,1,1.669077156,112,0.060049029
2/4/17,16,2.392579276,1,0,0,2.392579276,,
2/4/17,17,0,0,0,0,,,
2/4/17,18,0,0,0,0,,,
2/4/17,19,0,0,0,0,,,
2/4/17,20,0,0,0,0,,,
2/4/17,21,0,0,0,0,,,
2/4/17,22,0,0,0,0,,,
2/4/17,23,0,0,0,0,,,
2/5/17,0,0,0,0,0,,,
2/5/17,1,0,0,0,0,,,
2/5/17,2,0,0,0,0,,,
2/5/17,3,0,0,0,0,,,
2/5/17,4,0,0,0,0,,,
2/5/17,5,0,0,0,0,,,
2/5/17,6,0,0,22,1,,22,
2/5/17,7,0,0,177,1,,177,
2/5/17,8,2.321062607,1,156,1,2.321062607,156,0.059952853
2/5/17,9,4.67103147,1,472,1,4.67103147,472,0.039876625
2/5/17,10,10.2440422,1,551,1,10.2440422,551,0.074914754
2/5/17,11,18.78061974,1,564,1,18.78061974,564,0.134177104
2/5/17,12,19.33029904,1,523,1,19.33029904,523,0.148930786
2/5/17,13,17.9032613,1,360,1,17.9032613,360,0.200390555
2/5/17,14,10.12885878,1,240,1,10.12885878,240,0.170057924
2/5/17,15,3.769058509,1,100,1,3.769058509,100,0.151872967
2/5/17,16,1.27978339,1,0,0,1.27978339,,
2/5/17,17,0,0,0,0,,,
2/5/17,18,0,0,0,0,,,
2/5/17,19,0,0,0,0,,,
2/5/17,20,0,0,0,0,,,
2/5/17,21,0,0,0,0,,,
2/5/17,22,0,0,0,0,,,
2/5/17,23,0,0,0,0,,,
2/6/17,0,0,0,0,0,,,
2/6/17,1,0,0,0,0,,,
2/6/17,2,0,0,0,0,,,
2/6/17,3,0,0,0,0,,,
2/6/17,4,0,0,0,0,,,
2/6/17,5,0,0,0,0,,,
2/6/17,6,0,0,22,1,,22,
2/6/17,7,0,0,173,1,,173,
2/6/17,8,4.045589775,1,334,1,4.045589775,334,0.048807097
2/6/17,9,9.689700466,1,461,1,9.689700466,461,0.084694854
2/6/17,10,13.54792766,1,538,1,13.54792766,538,0.101470124
2/6/17,11,16.69462996,1,474,1,16.69462996,474,0.141920801
2/6/17,12,17.68324467,1,455,1,17.68324467,455,0.156602307
2/6/17,13,16.89182171,1,362,1,16.89182171,362,0.188024965
2/6/17,14,12.72794858,1,240,1,12.72794858,240,0.2136952
2/6/17,15,6.177958597,1,99,1,6.177958597,99,0.251453333
2/6/17,16,1.571439659,1,0,0,1.571439659,,
2/6/17,17,0,0,0,0,,,
2/6/17,18,0,0,0,0,,,
2/6/17,19,0,0,0,0,,,
2/6/17,20,0,0,0,0,,,
2/6/17,21,0,0,0,0,,,
2/6/17,22,0,0,0,0,,,
2/6/17,23,0,0,0,0,,,
2/7/17,0,0,0,0,0,,,
2/7/17,1,0,0,0,0,,,
2/7/17,2,0,0,0,0,,,
2/7/17,3,0,0,0,0,,,
2/7/17,4,0,0,0,0,,,
2/7/17,5,0,0,0,0,,,
2/7/17,6,0,0,18,1,,18,
